,Job Title,Location,Date,Link,Job Attributes,Job Description
102,Clinician - Addiction Services - BA/BS - Treatment Center, (Boston boston/cambridge/brookline ),Oct-13,https://boston.craigslist.org/gbs/npo/d/boston-clinician-addiction-services-ba/7393488115.html,"
compensation: To Be Determined

employment type: full-time

","

QR Code Link to This Post


Clinician - Addiction Services - BA/BS - Treatment Center

Boston, MA, USA 

Req #519


Mission Statement: 

Bay Cove Human Services partners with people to overcome challenges and realize personal potential.


Job Summary:

It is also the mission of the Bay Cove Treatment Center to help opiate addicted individuals achieve a recovering lifestyle.  This mission is accomplished through the use of methadone medication as a treatment agent (either through the modality of detoxification or maintenance) and by intensive outpatient individual and group counseling, random drug screening, and added services including case management, referral for Hep C and HIV/AIDS treatment, and family/couples counseling as needed. It is your job as Clinic Clinician to support our mission in your day-to-day responsibilities as indicated below. This is a non-exempt position.

Requirements for the Position:

Professional Qualifications:

LICSW, LCSW, LMHC, MSW or masters in related clinical field
Personal Qualifications:

Must have a genuine interest in working with the dual-diagnosed
Must be able to work with the mentally ill and/or substance abusing individual in a respectful, compassionate and supportive manner
Must be able to work as a team member as well as independently
Must have a strong interest in own personal and professional development
Must be able to work under time restraints and be flexible
A COVID-19 vaccination is a requirement of the position. One COVID-19 shot is acceptable, contingent on the individual receiving the second shot within the allotted time frame.

Essential Functions of Position:

Conduct intake interviews with potential clients requesting substance abuse and methadone treatment
Develop psycho-social formulations with recommendations for on-going treatment
Responsible for the continued treatment of a caseload of approximately 40 clients involving family and other collateral contacts as indicated
Responsible for continued treatment of 2-3 support groups
Keep appropriate and timely records of interactions including progress notes, treatment plans, discharge summaries, and statistical reporting as required
Participate in a variety of educational, in-service training programs, and research activities
Participate in community outreach and program development
Attend weekly supervision with a licensed clinical worker on staff    "
103,Campaign Staff Needed to Fight The Climate Crisis!-  $21-$27/hr, (Boston boston/cambridge/brookline ),Oct-12,https://boston.craigslist.org/gbs/npo/d/boston-campaign-staff-needed-to-fight/7393033797.html,"
compensation: $21-27/hr

employment type: employee's choice

","

QR Code Link to This Post


Help Us Build Support for the Nation’s Leading Environmental Group! 
Greenpeace is bringing people together to protect the environment. If you want to stop plastic pollution, protect forests, expand renewable energy, or promote environmental justice, join us!  We are building support and fundraising on behalf of Greenpeace to ensure they have the resources to save our planet for future generations.

Get paid well! Staff should expect to earn $21-27/hour.  We offer overtime pay, paid training, regular raises, sick pay, healthcare for full-time staff and bonuses for friend referrals.

Stay Safe!  We have strict health and safety protocols that include a contactless approach to campaign work. We provide all of the training and Personal Protective Equipment (PPE) you will need. 

Apply here: https://www.theoutreachteam.net/interest-form-f2f/?SC=CraigslistF2F

Location: Boston, MA

We are hiring immediately, all positions are year-round with possibilities for advancement. Shifts run from 2:30pm - 10:00pm Monday-Friday with the possibility to work part-time or full-time.

Canvasser Responsibilities:
- Engage with the public in a friendly and professional manner
- Deliver a compelling campaign story, sign up members and generate donations for Greenpeace
- Participate in staff trainings to improve your outreach skills
- Strictly follow our health and safety protocols

The ideal candidate:
-Passionate about environmental issues and combating the climate crisis
-Strong communication skills; you should enjoy working with other people and be willing and excited to speak with everyone
-Hard worker who will stay motivated to engage as many people as possible
-Open to new challenges and are interested in building their campaign skills
-Culturally competent and able to respectfully engage with teammates and the community

Prior canvassing experience is a plus but not required.
Pay: Expect hourly rate - $17-$25. We offer overtime pay, paid training, regular raises, sick pay, healthcare for full-time staff and bonuses for friend referrals.

Apply here: https://www.theoutreachteam.net/interest-form-f2f/?SC=CraigslistF2F

We are committed to equity, inclusion, and anti-racism. We are an equal opportunity employer and we strongly encourage Black, indigenous, people of color, women, people with previous felony convictions, members of the LGBTQIA+ community, and others who identify with underrepresented groups to apply.
"
104,Assistant Residential Manager - Youth SPED, (Billerica & Waltham northwest/merrimack ),Oct-11,https://boston.craigslist.org/nwb/npo/d/billerica-assistant-residential-manager/7392906080.html,"
compensation: Starts $17.92 - $22.74 a year, higher education and experience= a factor.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Through promotion and expansion The Guild youth residential program has Two (2) openings for Assistant Residential Managers in Billerica cluster of homes and One (1) in Waltham. This is a Career Building Opportunity offering excellent training, support, and benefits. Wages are competitive and tuition assistance benefits are among the best in this field. We always committed to promotion within our organization.
Assistant Residential Manager (ARM) Job Requirements:
• Works with the Residential Manager to provide quality oversight and supervision to the residence. 
• Acts as shift leader by directly supervising all staff in the assigned residence while on shift.
• Provides direct care of students while monitoring and ensuring that all children receive their prescribed medication.
• Keeps a record that medication administration has been completed correctly each day.
• Provides basic instruction and support in activities of daily living.
• New staff acclimation and training.
• Plans and approves appropriate community activities.
• Develops and implements residential meals including, grocery shopping, meal preparation, and cooking.
• Manages the day to day functions of the residence including crisis interventions, on-call notifications, on-shift parent/guardian communication, and individuals programming.
Available Shifts:
Sunday – Wednesday (3) 
Wednesday - Sunday (1)                              
•	Wednesday 12 -11 pm
•	3-11 pm
•	3-10 pm
•	Weekend day 8 am-10 pm
Key Qualifications: 
• Minimum of one year experience working with children and/or young adults with developmental disabilities. 
• Associate's Degree required
• Must be dedicated, energetic and committed to making a difference in students' lives.
• A valid driver's license.
• Ability to pass CORI/DCF and national fingerprint checks (required for employment).
Please fill out an application with resume/cover letter on the link below to be considered for this opening. Candidates who present with the appropriate background and skills as evidenced on their resume will be contacted to arrange an interview. Thank you in advance!
https://www.guildhumanservices.org/about-guild/careers/job-listings/assistant-residential-manager

Applicants must be able to attend a mandatory paid three-week pre-service training program that is held
Monday through Friday primarily daytime and some evening hours.
 "
105,Fresh Truck Program Coordinator, (Roxbury boston/cambridge/brookline ),Oct-11,https://boston.craigslist.org/gbs/npo/d/roxbury-fresh-truck-program-coordinator/7392782772.html,"
compensation: $45,000-$50,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


About Fresh is a Boston area nonprofit on a mission to strengthen communities by getting healthy food to the households that need it most. Our programs are built to be integrated into community health systems.

Fresh Truck mobile markets bring affordable, healthy food to Boston neighborhoods
Fresh Connect is a pre-paid debit card and analytic platform that enables health care providers to cover the cost of healthy food for patients and measure related health impacts
About Fresh is seeking a sharp as a tack, community leader in the making to own the planning and execution of our Fresh Truck mobile markets. Reporting to the Fresh Truck Program Director, you’ll manage community outreach, program volunteers, and lead shopper communications. You will serve as a key liaison between our wide network of community partners and the Fresh Truck team. This is a highly collaborative role for someone who is resourceful, eager to learn, and dedicated to improving food access and community health in Boston. 

What you’ll do 

Support the Fresh Truck Program Director in planning and executing Fresh Truck mobile market programming and new initiatives
Be the voice and face of Fresh Truck in communities we serve through nurturing and building partnerships with social service agencies, grassroots organizations, neighborhood advocates
Plan, market and execute Fresh Truck events ranging from Pop-up Markets to community-building initiatives with our partner network
Own the end-to-end process for Fresh Truck volunteers on Salesforce including; recruitment, sign-up, scheduling, communication, and stewardship as well as system improvements
Manage shopper-facing communications through the Fresh Truck hotline, Fresh Truck online store, digital text alert platform, and printed materials
Lead shopper focus groups and administer surveys aimed at collecting feedback to improve the Fresh Truck shopping experience
Provide direct mobile market operations support
Who you are

2-3 years of experience planning community events, managing volunteers and/or conducting community outreach
Possess the cultural and social competency to work across a diverse array of teammates, partners, and communities
An advocate for equity in Boston neighborhoods
A team player who is excited to take the lead on new initiatives
Eager to learn and adapt in changing circumstances
Willing to roll up your sleeves to get the job done
Being multilingual (ex. Spanish, Haitian Creole, Portuguese, Cantonese) is preferred
Compensation

Full-time position with a salary range of $45,000-$50,000
Competitive benefits package provided for full-time employees and eligible dependents, including full employer paid health, subsidized dental and vision coverage
3 weeks paid vacation including paid company holidays
403-b retirement savings matching
Personal learning and development funds
About Fresh practices equity, inclusion, and belonging throughout our programming, hiring practices, and organizational design to create a culture and environment where diverse perspectives, ideas, and identities are valued and integrated into our way of working and making decisions in service of our mission. About Fresh staff represent a wide range of racial, socioeconomic, gender, religious, and national identities—we value the depth this brings to carrying out our mission. About Fresh is an equal opportunity employer.

We are excited to receive your application! Please submit your resume and a cover letter outlining why you're interested in the Fresh Truck Program Coordinator position. 


Learn more about About Fresh by visiting www.aboutfresh.org.

We look forward to working with you.    "
106,Fresh Truck Market Operations Manager, (Roxbury boston/cambridge/brookline ),Oct-11,https://boston.craigslist.org/gbs/npo/d/roxbury-fresh-truck-market-operations/7392776948.html,"
compensation: $45,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Organizational Overview

About Fresh is a Boston area nonprofit on a mission to strengthen communities by getting healthy food to the households that need it most. Our programs are built to be integrated into community health systems and are designed to scale with our partnerships and emerging opportunities.

About Fresh currently operates two programs 

Fresh Truck mobile markets bring affordable, healthy food closer to low-income neighborhoods throughout Boston
Fresh Connect is a digital payment platform that enables health care providers to subsidize the cost of healthy food for patients and analyze the health-related impacts of improved diets.
Job Description

Market Managers are the face of Fresh Truck in our communities, they give our customers a dignified, convenient and reliable shopping experience. This role requires great customer service and leadership skills as well as a passion for community building and food.

What you’ll do:

Drive a full-size, 39ft school bus
Load fresh produce in and out of the mobile markets
Create an inviting shopping experience through engaging customer service
Manage market support staff, youth employees, and volunteers
Support other Fresh Truck initiatives such as customer surveys and operations process improvement
Who you are:

Embrace working within diverse community settings and with a strong sense of social justice; being multilingual (Spanish, Haitian Creole, Portuguese, Cantonese, Mandarin) is huge a plus
You’re willing to get your hands dirty, comfortable with some heavy lifting and will stop at nothing to make things happen
An excellent driver, accustomed to driving in an urban environment; strong preference for individuals with experience driving box trucks and large vehicles
Requirements

Driver’s license in good standing with the state of Massachusetts and points no higher than 4
Ability to lift ~50lb on a regular basis
Work collaboratively with the team of Market Managers
Positive attitude and willingness to learn
Compensation and Benefits

Competitive, experience-based salary starting at $45,000
Competitive benefits package provided for full-time employees and eligible dependents, including full employer paid health, subsidized dental and vision coverage
3 weeks paid vacation including paid company holidays
403-b retirement savings matching
Free groceries every shift

Learn more about About Fresh by visiting www.aboutfresh.org.

We look forward to working with you.    "
107,Fresh Truck Operations Assistant - Part Time, (Roxbury boston/cambridge/brookline ),Oct-11,https://boston.craigslist.org/gbs/npo/d/roxbury-fresh-truck-operations/7392775659.html,"
compensation: $18 per hour

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Organizational Overview

About Fresh is a Boston area nonprofit on a mission to strengthen communities by getting healthy food to the households that need it most.

Fresh Truck operates mobile markets in neighborhoods across Boston. Our markets carry fresh, affordable fruits and vegetables.

What you’ll do

Operations Assistant

Work directly with Fresh Truck Market Managers supporting daily mobile market operations: loading/unloading, customer service, restocking, and cleaning
Prepack grocery bags for the market
Create an inviting shopping experience through consistent customer service
Communicate effectively with shoppers, volunteers, and community partners
Follow safety COVID protocol
Qualifications

Experience working in grocery retail or customer service
Ability to lift 30+ pounds on a regular basis
Embrace working within diverse community settings; being multilingual (Spanish, Haitian Creole, Portuguese, Cantonese) is huge a plus 
Compensation

$18 per hour
Fresh Truck groceries at the end of each shift
Winter weather gear stipend
25 hours per week guaranteed


Learn more about About Fresh by visiting www.aboutfresh.org.

We look forward to working with you.    "
108,Product Manager, (Roxbury boston/cambridge/brookline ),Oct-11,https://boston.craigslist.org/gbs/npo/d/roxbury-product-manager/7392773668.html,"
compensation: $90,000 - $100,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Fresh Connect Product Manager

About Fresh is a Boston-based nonprofit committed to expanding access to the high-quality, fresh food that is vital to people’s health, wellbeing, and culture. By empowering individual purchasing power, ensuring local and convenient access to fresh food, and taking into account the different ways in which people experience food, About Fresh is transforming the food system and who pays for it. About Fresh operates two programs:

Fresh Truck mobile markets bring affordable, healthy food to Boston neighborhoods;

Fresh Connect is a pre-paid debit card and analytic platform that enables healthcare providers to cover the cost of healthy food for patients and measure related health impacts.


Position Overview:

We are looking for an entrepreneurial Product Manager to lead product development, timelines, and deliverables for our Fresh Connect platform. This platform serves as our end-to-end program administration and cardholder support tool, analytic engine, and payment infrastructure, which is used to empower people with the money and flexibility to buy the foods they need to be healthy.

Working at the intersection of food access, healthcare technology, and payments innovation, you will be responsible for delivering and executing on the Fresh Connect product roadmap, which centers experiences of Fresh Connect cardholders, healthcare providers, and local and national grocers. 

The ideal candidate will be a people-centered leader with a proven capacity of building effective and mission-driven products. This role will report to the Fresh Connect Program Director and work cross-functionally with in-house and off site engineering teams.


What you’ll do: 

Collaborate with the Fresh Connect Program Director to identify and implement platform priorities and then take features from concept to reality

Gather and prioritize product and user requirements, collaborate with the Fresh Connect program team to define the product vision and work closely with engineering to deliver impactful solutions

Host product demos, feedback sessions, and partner focus groups to strengthen platform and feature development

Create, revise, and manage PRDs and pitches in close collaboration with the Fresh Connect Program Director 

Own the Fresh Connect product roadmap, developing growth focused timelines for feature development and setting up the team to hit deadlines

Effectively manage and clearly communicate expectations across multiple teams and stakeholders

Be an active learner in the emerging space of healthy food incentive technology


Who you are:

A leader. You are able to rally a team together around an impactful vision. You know how to work autonomously, when to bring others in to collaborate, and how to ask for help.

A bias towards action. We’re a small organization with a big vision, so we empower our team to make decisions and act quickly. You can execute autonomously on well-defined features and initiatives.

Make complex topics simple to digest. You are able to work with world class clinicians, patient care managers, grocery retailers, and every day people experiencing hardship to understand their needs and deliver solutions that make a meaningful impact on their lives.

High degree of cultural and social competency. You embrace working across a diverse network of teammates, partners, and user communities. You build effective products by leading with curiosity, empathy, and honoring people as experts in their own lives. 

Remote management experience. You feel confident working with a remote team and can communicate, build and ship products while working with stakeholders across multiple time zones.

Background in engineering is a plus. Although this is not a technical role, having technical experience is helpful. Specifically working in healthcare or payments technology is a huge plus.

A natural learner. You embrace the unknown and iteration. Constant learning, prototyping, A/B testing, and analysis are critical and you facilitate these processes effectively.


What you’ll get:

Work with a dynamic, dedicated, and diverse team to make it easier for people to get the food they need to be healthy, happy, and hopeful

Competitive benefits package provided for employees and eligible dependents, including full employer paid health, subsidized dental and vision coverage

3 weeks paid vacation time, plus paid company holidays

403-b retirement savings matching

Personal learning and development funds

The salary range for this position is $90,000 - $100,000


About Fresh practices equity, inclusion, and belonging throughout our programming, hiring practices, and organizational design to create a culture and environment where diverse perspectives, ideas, and identities are valued and integrated into our way of working and making decisions in service of our mission. About Fresh staff represent a wide range of abilities, racial, socioeconomic, gender, religious, and national identities—we value the depth this brings to carrying out our mission. About Fresh is an equal opportunity employer.



About Fresh Culture Code

Mission first - Our mission is our north star. It drives decision making, organizational strategy, program assessment, who we work with and how.

Implement intentionally - We carry out our mission deliberately because we know every decision we make impacts the experience of the people who matter to us.

Hustle with ❤️ - To deliver the best programs for our shoppers and partners we balance our diligence and hard work with empathy and flexibility.

We’ve got each other’s backs - This work is demanding which is why we go out of our way to take care of one another. From lending a hand lifting boxes to designing thoughtful HR policies we make sure everyone has the support they need to love coming to work every day. 

Dream big with discipline - We have a big vision for the future of food and community health which is why we pursue our work with focused execution.

Learn and adapt - Change is inevitable, and we are not afraid of it (in fact, sometimes we push for it). We solve complex problems by staying committed to constant learning.



Learn more about About Fresh by visiting www.aboutfresh.org.

We look forward to working with you.    "
109,🏞️ ☀️Campaign Job for a 100% Renewable MA☀️🏞️, ( boston/cambridge/brookline ),Oct-09,https://boston.craigslist.org/gbs/npo/d/boston-campaign-job-for-100-renewable-ma/7391832929.html,"
compensation: $16-$18

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post











"
110,"UNION JOBS! Direct Support Professionals (DSP) Overnight, PM, Flexible", (Somerville boston/cambridge/brookline ),Oct-08,https://boston.craigslist.org/gbs/npo/d/somerville-union-jobs-direct-support/7391439318.html,"
compensation: $15 - $16.50 per hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


Summary:

Walnut Street Center is a nonprofit organization, looking for compassionate, qualified Direct Support Professionals to work with individuals with Intellectual Disabilities in our Day Program in Medford, MA. 
Free parking available and site is easily accessible by public transportation. 

If you're interested in joining a great team of professionals, in a rewarding & supportive environment, please click the link below to apply online, or reply to this ad with your resume and a member of our team will reach out.

https://www.wscinc.org/careers/application-form/ 

Responsibilities:

 Provides hands on assistance to individual around Activities of Daily Living, personal care, and nutritional needs

 Provide assistance to maintain medical needs; administers medication and treatments, charts progress, attends medical appointments and serves as the liaison to medical personnel

 Participate in the development, implementation, evaluation, and documentation of ISP objectives

 Provide therapeutic support and assist in the development of Behavior Support Plans


Generous paid time off package including: vacation, personal, sick & paid holidays
401(k) with match
Health insurance
Life insurance
Vision insurance
Dental insurance
Disability insurance
Flexible spending account
Tuition reimbursement
Employee assistance program

Schedule:
FT / PT shifts
Per Diem shifts
Overtime available

Qualifications:
Valid Driver's License required
High school or equivalent 
CPR/FA (preferred)
Experience: related - 1 year (preferred)

This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
High stress tolerance -- thrives in a high-pressure environment
Company's website: www.wscinc.org

Benefit Conditions: Waiting period may apply

COVID-19 Precaution(s):
Personal protective equipment provided or required
Temperature screenings
Sanitizing, disinfecting, or cleaning procedures in place

If you require alternative methods of application or screening, you must approach the employer directly to request this as Craigslist is not responsible for the employer's application process.
"
111,Direct Care Worker/Aide, (Salem north shore ),Oct-08,https://boston.craigslist.org/nos/npo/d/salem-direct-care-worker-aide/7391321187.html,"
compensation: $15 an hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Accepting applications for direct care staff to support senior women at the Brookhouse Home for Women in their activities of daily living, personal care, and medication management. Candidates must be responsible and interested in encouraging residents to live active, satisfying lives at home and within their community. Day and evening shifts are available that include a portion of the weekend.    "
112,Youth Counselor Group Home-Lynn, (Lynn boston/cambridge/brookline ),Oct-08,https://boston.craigslist.org/gbs/npo/d/lynn-youth-counselor-group-home-lynn/7391311759.html,"
compensation: Centerboard offers competitive salaries and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Full-Time and Part-Time Opportunities Available- Flexible afternoon, Evening, Weekend and Overnight Shifts

Centerboard is actively recruiting for youth counselors to work at our Adolescent Co-ed Program. This is an exciting opportunity for someone who is looking for a flexible work environment and enjoys working with youth. If you are looking for a second job or to get back into the workforce, change of career or a desire to work with youth in a non- office type of environment this is the job for you. If you have an outgoing personality, good customer service skills and want to work in a flexible environment while helping others please apply to the posting via the link below. This position offers competitive pay, comprehensive benefits, paid time off, paid training to qualified candidates. Centerboard participates in the Public Service Student Loan forgiveness Program.

Essential Functions:
•	Providing transportation, oversight and support with life skills to youth ages 13-18.
•	Managing shift requirements and documentation as needed.
•	Engage with youth in activities indoors and outdoors including opportunities to make connections with family and community members.
•	Motivate and support youth with daily activities, coping and barriers to tasks.
•	Ensure safety and wellbeing to every extent possible to program participants.
•	Abide by policies and procedures as required by licensing agencies.

Experience working with youth in group activities welcomed. A valid driver's license with an acceptable driving record is required. 

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&selectedMenuKey=CareerCenter "
113,Youth Counselor Group Home-Lynn, (Lynn north shore ),Oct-08,https://boston.craigslist.org/nos/npo/d/lynn-youth-counselor-group-home-lynn/7391310483.html,"
compensation: Centerboard offers competitive salaries and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Full-Time and Part-Time Opportunities Available- Flexible afternoon, Evening, Weekend and Overnight Shifts

Centerboard is actively recruiting for youth counselors to work at our Adolescent Co-ed Program. This is an exciting opportunity for someone who is looking for a flexible work environment and enjoys working with youth. If you are looking for a second job or to get back into the workforce, change of career or a desire to work with youth in a non- office type of environment this is the job for you. If you have an outgoing personality, good customer service skills and want to work in a flexible environment while helping others please apply to the posting via the link below. This position offers competitive pay, comprehensive benefits, paid time off, paid training to qualified candidates. Centerboard participates in the Public Service Student Loan forgiveness Program.

Essential Functions:
•	Providing transportation, oversight and support with life skills to youth ages 13-18.
•	Managing shift requirements and documentation as needed.
•	Engage with youth in activities indoors and outdoors including opportunities to make connections with family and community members.
•	Motivate and support youth with daily activities, coping and barriers to tasks.
•	Ensure safety and wellbeing to every extent possible to program participants.
•	Abide by policies and procedures as required by licensing agencies.

Experience working with youth in group activities welcomed. A valid driver's license with an acceptable driving record is required. 

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&selectedMenuKey=CareerCenter "
114,Teen Parenting Program Family Advocate- Melrose," (Melrose, MA boston/cambridge/brookline )",Oct-08,https://boston.craigslist.org/gbs/npo/d/melrose-teen-parenting-program-family/7391309181.html,"
compensation: Centerboard offers competitive salaries and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Family Advocate – Melrose (Flexible afternoon, evening and overnight shifts available)

Centerboard is offering an opportunity to work in a supportive environment with flexible scheduling, full benefits with afternoon, weekend and overnight shifts available.  If you are looking for a second job or to get back into the workforce, change of career or have experience or a desire to work with children and teen moms please consider applying to Centerboard Teen Parenting Program.  This position offers paid training and participates in the Public Service Student Loan Forgiveness Program. 

 General Summary Family Advocate:

The primary focus of the Family Advocate is to provide support and services to the youth population served in a well-defined and coordinated manner. Each Family Advocate will work collaboratively to manage a case load of residential families. The Family Advocate will also be responsible as part of the team or while alone on shift, for the safety of all residents and the facility.
Essential Job Functions: 
•Research community based services and resources in the area that could be beneficial for residents and their children as needed. 
•Maintain and model healthy relationships and confidentiality with residents as well as coworkers. 
•Demonstrate the ability to manage through crisis situations with residents and their children in a timely and appropriate manner.
•Oversee each resident family’s participation in shared chore responsibility, assist and train where needed.
•Maintain awareness of physical facility maintenance and unit furnishings; report any concerns to Program Director or through existing documentation process. 
•Support incoming families with all immediate needs (i.e. food, clothing, hygiene products, medical appointments, etc.).
•Conduct intake with new residents including house tour and orientation, gathering of important resident information and documentation, fridge and cabinet location, daily check in and out procedures, chore responsibilities, location of important documents and memos, etc. 
•Provide comprehensive family life advocacy to include but not be limited to:
o	Assisting with benefit acquisition and use of benefits
o	Providing for and facilitating group workshops and skill building sessions in the areas of: parenting, budget and housing, family management, education/employment, independent living skills, life skills and nutrition. 
o	Facilitating housing search process: completing and sending out housing applications.

Qualified candidates, apply via the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&selectedMenuKey=CareerCenter

"
115,Teen Parenting Program Family Advocate- Melrose," (Melrose, MA north shore )",Oct-08,https://boston.craigslist.org/nos/npo/d/melrose-teen-parenting-program-family/7391308235.html,"
compensation: Centerboard offers competitive salaries and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Family Advocate – Melrose (Flexible afternoon, evening and overnight shifts available)

Centerboard is offering an opportunity to work in a supportive environment with flexible scheduling, full benefits with afternoon, weekend and overnight shifts available.  If you are looking for a second job or to get back into the workforce, change of career or have experience or a desire to work with children and teen moms please consider applying to Centerboard Teen Parenting Program.  This position offers paid training and participates in the Public Service Student Loan Forgiveness Program. 

 General Summary Family Advocate:

The primary focus of the Family Advocate is to provide support and services to the youth population served in a well-defined and coordinated manner. Each Family Advocate will work collaboratively to manage a case load of residential families. The Family Advocate will also be responsible as part of the team or while alone on shift, for the safety of all residents and the facility.
Essential Job Functions: 
•Research community based services and resources in the area that could be beneficial for residents and their children as needed. 
•Maintain and model healthy relationships and confidentiality with residents as well as coworkers. 
•Demonstrate the ability to manage through crisis situations with residents and their children in a timely and appropriate manner.
•Oversee each resident family’s participation in shared chore responsibility, assist and train where needed.
•Maintain awareness of physical facility maintenance and unit furnishings; report any concerns to Program Director or through existing documentation process. 
•Support incoming families with all immediate needs (i.e. food, clothing, hygiene products, medical appointments, etc.).
•Conduct intake with new residents including house tour and orientation, gathering of important resident information and documentation, fridge and cabinet location, daily check in and out procedures, chore responsibilities, location of important documents and memos, etc. 
•Provide comprehensive family life advocacy to include but not be limited to:
o	Assisting with benefit acquisition and use of benefits
o	Providing for and facilitating group workshops and skill building sessions in the areas of: parenting, budget and housing, family management, education/employment, independent living skills, life skills and nutrition. 
o	Facilitating housing search process: completing and sending out housing applications.

Qualified candidates, apply via the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&selectedMenuKey=CareerCenter

"
116,Awake Overnights-Teen Living/Parenting-Melrose," (Melrose, MA boston/cambridge/brookline )",Oct-08,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-teen-living/7391307026.html,"
compensation: Centerboard offers competitive salaries and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Melrose, MA- Teen Living/Parenting Program Family Advocate Opportunity

Full-Time & Part-Time Shifts (Female Candidates)
Hours: 11PM-7AM / 12AM-8AM  

Teen Living/Parenting Program Family Advocate:

The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.
https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a "
